category,name,price,duration
AlaCarte Packages,MTV_ALA_PRE_VIZ,₹5.0,/Month
AlaCarte Packages,GEMINI COMEDY_ALA_PRE_VIZ,₹5.0,/Month
DPO Packages,ANIMAL PLANET HD_ALA_PRE_VIZ,₹5.0,/Month
DPO Packages,CARTOON NETWORK_ALA_PRE_VIZ,₹5.0,/Month
DPO Packages,GEMINI COMEDY_ALA_PRE_VIZ,₹5.0,/Month
DPO Packages,MAA MUSIC_ALA_PRE_VIZ,₹5.0,/Month
DPO Packages,NDTV ULTRA_PRE_VIZ,₹4.5,/Month
DPO Packages,DISNEY JUNIOR_ALA_PRE_VIZ,₹4.0,/Month
DPO Packages,CNBCTV18_ALA_PRE_VIZ,₹4.0,/Month
DPO Packages,DISCOVERY KIDS_ALA_PRE_VIZ,₹4.0,/Month
AlaCarte Packages,SUPER HUNGAMA_ALA_PRE_VIZ,₹4.0,/Month
AlaCarte Packages,SONY YAY_ALA_PRE_VIZ,₹4.0,/Month
DPO Packages,ALANKAR_ALA_PRE_VIZ,₹4.0,/Month
AlaCarte Packages,DISCOVERY KIDS_ALA_PRE_VIZ,₹4.0,/Month
AlaCarte Packages,ALANKAR_ALA_PRE_VIZ,₹4.0,/Month
AlaCarte Packages,GEMINI MUSIC_ALA_PRE_VIZ,₹4.0,/Month
AlaCarte Packages,DISCOVERY CHANNEL_ALA_PRE_VIZ,₹4.0,/Month
AlaCarte Packages,DISNEY JUNIOR_ALA_PRE_VIZ,₹4.0,/Month
AlaCarte Packages,CNBCTV18_ALA_PRE_VIZ,₹4.0,/Month
DPO Packages,KALAIGNAR ISAIARUVI_ALA_PRE_VIZ,₹4.0,/Month
DPO Packages,DISCOVERY CHANNEL_ALA_PRE_VIZ,₹4.0,/Month
DPO Packages,SUPER HUNGAMA_ALA_PRE_VIZ,₹4.0,/Month
AlaCarte Packages,KALAIGNAR ISAIARUVI_ALA_PRE_VIZ,₹4.0,/Month
AlaCarte Packages,KUSHI TV_ALA_PRE_VIZ,₹4.0,/Month
DPO Packages,SONY YAY_ALA_PRE_VIZ,₹4.0,/Month
DPO Packages,KUSHI TV_ALA_PRE_VIZ,₹4.0,/Month
DPO Packages,GEMINI MUSIC_ALA_PRE_VIZ,₹4.0,/Month
DPO Packages,NDTV 24X7_ALA_PRE_VIZ,₹3.5,/Month
AlaCarte Packages,DISCOVERY TAMIL_ALA_PRE_VIZ,₹3.5,/Month
AlaCarte Packages,NDTV 24X7_ALA_PRE_VIZ,₹3.5,/Month
DPO Packages,DISCOVERY TAMIL_ALA_PRE_VIZ,₹3.5,/Month
AlaCarte Packages,ETV ABHIRUCHI_ALA_PRE_VIZ,₹3.0,/Month
AlaCarte Packages,& PRIVE HD_ALA_PRE_VIZ,₹3.0,/Month
DPO Packages,NATIONAL GEOGRAPHIC_ALA_PRE_VIZ,₹3.0,/Month
AlaCarte Packages,TLC HD_ALA_PRE_VIZ,₹3.0,/Month
AlaCarte Packages,TIMES NOW_ALA_PRE_VIZ,₹3.0,/Month
AlaCarte Packages,TIMES NOW WORLD HD_ALA_PRE_VIZ,₹3.0,/Month
AlaCarte Packages,THE HISTORY CHANNEL_ALA_PRE_VIZ,₹3.0,/Month
AlaCarte Packages,ZEE CAFE_ALA_PRE_VIZ,₹3.0,/Month
AlaCarte Packages,SONY BBC EARTH_ALA_PRE_VIZ,₹3.0,/Month
AlaCarte Packages,STAR GOLD ROMANCE_ALA_PRE_VIZ,₹3.0,/Month
DPO Packages,ETV ABHIRUCHI_ALA_PRE_VIZ,₹3.0,/Month
DPO Packages,SONY BBC EARTH_ALA_PRE_VIZ,₹3.0,/Month
AlaCarte Packages,NATIONAL GEOGRAPHIC_ALA_PRE_VIZ,₹3.0,/Month
AlaCarte Packages,ZEE BOLLYWOOD_ALA_PRE_VIZ,₹3.0,/Month
DPO Packages,THE HISTORY CHANNEL_ALA_PRE_VIZ,₹3.0,/Month
DPO Packages,TIMES NOW_ALA_PRE_VIZ,₹3.0,/Month
DPO Packages,& PRIVE HD_ALA_PRE_VIZ,₹3.0,/Month
DPO Packages,ZEE BOLLYWOOD_ALA_PRE_VIZ,₹3.0,/Month
DPO Packages,TLC HD_ALA_PRE_VIZ,₹3.0,/Month
DPO Packages,STAR GOLD ROMANCE_ALA_PRE_VIZ,₹3.0,/Month
DPO Packages,TIMES NOW WORLD HD_ALA_PRE_VIZ,₹3.0,/Month
DPO Packages,ZEE CAFE_ALA_PRE_VIZ,₹3.0,/Month
DPO Packages,TVT_NEWS BOUQUET_HD_PRE_VIZ,₹2.9,/Month
DPO Packages,ETV TELANGANA_ALA_PRE_VIZ,₹2.0,/Month
AlaCarte Packages,TARANG MUSIC_ALA_PRE_VIZ,₹2.0,/Month
DPO Packages,HUNGAMA TV_ALA_PRE_VIZ,₹2.0,/Month
DPO Packages,ANIMAL PLANET_ALA_PRE_VIZ,₹2.0,/Month
AlaCarte Packages,SONIC_ALA_PRE_VIZ,₹2.0,/Month
AlaCarte Packages,TLC_ALA_PRE_VIZ,₹2.0,/Month
AlaCarte Packages,SONY MAX 2_ALA_PRE_VIZ,₹2.0,/Month
DPO Packages,ETV LIFE_ALA_PRE_VIZ,₹2.0,/Month
DPO Packages,CNN INTERNATIONAL_ALA_PRE_VIZ,₹2.0,/Month
AlaCarte Packages,PRARTHANA_ALA_PRE_VIZ,₹2.0,/Month
DPO Packages,INVESTIGATION DISCOVERY HD_ALA_PRE_VIZ,₹2.0,/Month
DPO Packages,ETV ANDHRA PRADESH_ALA_PRE_VIZ,₹2.0,/Month
DPO Packages,ET NOW_ALA_PRE_VIZ,₹2.0,/Month
AlaCarte Packages,INVESTIGATION DISCOVERY HD_ALA_PRE_VIZ,₹2.0,/Month
DPO Packages,PRARTHANA_ALA_PRE_VIZ,₹2.0,/Month
AlaCarte Packages,STAR GOLD THRILLS_ALA_PRE_VIZ,₹2.0,/Month
AlaCarte Packages,NAT GEO WILD_ALA_PRE_VIZ,₹2.0,/Month
AlaCarte Packages,HUNGAMA TV_ALA_PRE_VIZ,₹2.0,/Month
AlaCarte Packages,ETV TELANGANA_ALA_PRE_VIZ,₹2.0,/Month
AlaCarte Packages,ETV ANDHRA PRADESH_ALA_PRE_VIZ,₹2.0,/Month
AlaCarte Packages,ETV LIFE_ALA_PRE_VIZ,₹2.0,/Month
AlaCarte Packages,ET NOW_ALA_PRE_VIZ,₹2.0,/Month
AlaCarte Packages,ANIMAL PLANET_ALA_PRE_VIZ,₹2.0,/Month
DPO Packages,SONIC_ALA_PRE_VIZ,₹2.0,/Month
DPO Packages,NAT GEO WILD_ALA_PRE_VIZ,₹2.0,/Month
AlaCarte Packages,CNN INTERNATIONAL_ALA_PRE_VIZ,₹2.0,/Month
DPO Packages,SONY MAX 2_ALA_PRE_VIZ,₹2.0,/Month
DPO Packages,TLC_ALA_PRE_VIZ,₹2.0,/Month
DPO Packages,TARANG MUSIC_ALA_PRE_VIZ,₹2.0,/Month
DPO Packages,STAR GOLD THRILLS_ALA_PRE_VIZ,₹2.0,/Month
DPO Packages,INDIA TODAY_ALA_PRE_VIZ,₹1.8,/Month
AlaCarte Packages,INDIA TODAY_ALA_PRE_VIZ,₹1.8,/Month
AlaCarte Packages,TIMES NOW NAVBHARAT HD_ALA_PRE_VIZ,₹1.6,/Month
DPO Packages,TIMES NOW NAVBHARAT HD_ALA_PRE_VIZ,₹1.6,/Month
DPO Packages,BBC WORLD_ALA_PRE_VIZ,₹1.5,/Month
AlaCarte Packages,NDTV PROFIT_ALA_PRE_VIZ,₹1.5,/Month
AlaCarte Packages,BBC WORLD_ALA_PRE_VIZ,₹1.5,/Month
DPO Packages,NDTV GOOD TIMES_ALA_PRE_VIZ,₹1.5,/Month
AlaCarte Packages,NDTV GOOD TIMES_ALA_PRE_VIZ,₹1.5,/Month
DPO Packages,NDTV PROFIT_ALA_PRE_VIZ,₹1.5,/Month
DPO Packages,DISCOVERY TURBO_ALA_PRE_VIZ,₹1.0,/Month
AlaCarte Packages,NICK JR_ALA_PRE_VIZ,₹1.0,/Month
DPO Packages,DISCOVERY SCIENCE_ALA_PRE_VIZ,₹1.0,/Month
AlaCarte Packages,WION_ALA_PRE_VIZ,₹1.0,/Month
DPO Packages,KALAIGNAR SEITHIGAL_ALA_PRE_VIZ,₹1.0,/Month
AlaCarte Packages,ET NOW SWADESH_ALA_PRE_VIZ,₹1.0,/Month
AlaCarte Packages,DISCOVERY TURBO_ALA_PRE_VIZ,₹1.0,/Month
AlaCarte Packages,DISCOVERY SCIENCE_ALA_PRE_VIZ,₹1.0,/Month
DPO Packages,ZEE ZEST_ALA_PRE_VIZ,₹1.0,/Month
AlaCarte Packages,CNBC TV18 PRIME HD_ALA_PRE_VIZ,₹1.0,/Month
AlaCarte Packages,ZEE ZEST_ALA_PRE_VIZ,₹1.0,/Month
DPO Packages,NICK JR_ALA_PRE_VIZ,₹1.0,/Month
AlaCarte Packages,INVESTIGATION DISCOVERY_ALA_PRE_VIZ,₹1.0,/Month
DPO Packages,ET NOW SWADESH_ALA_PRE_VIZ,₹1.0,/Month
AlaCarte Packages,KALAIGNAR SEITHIGAL_ALA_PRE_VIZ,₹1.0,/Month
DPO Packages,CNBC TV18 PRIME HD_ALA_PRE_VIZ,₹1.0,/Month
DPO Packages,WION_ALA_PRE_VIZ,₹1.0,/Month
DPO Packages,INVESTIGATION DISCOVERY_ALA_PRE_VIZ,₹1.0,/Month
AlaCarte Packages,ZOOM_ALA_PRE_VIZ,₹0.5,/Month
DPO Packages,ZEE GANGA_ALA_PRE_VIZ,₹0.5,/Month
DPO Packages,CNN NEWS18_ALA_PRE_VIZ,₹0.5,/Month
AlaCarte Packages,CNN NEWS18_ALA_PRE_VIZ,₹0.5,/Month
DPO Packages,ZOOM_ALA_PRE_VIZ,₹0.5,/Month
AlaCarte Packages,ZEE GANGA_ALA_PRE_VIZ,₹0.5,/Month
AlaCarte Packages,NEWS18 BIHAR JHARKHAND_ALA_PRE_VIZ,₹0.1,/Month
AlaCarte Packages,MIRROR NOW_ALA_PRE_VIZ,₹0.1,/Month
DPO Packages,ZEE SALAAM_ALA_PRE_VIZ,₹0.1,/Month
AlaCarte Packages,NEWS18 JAMMU KASHMIR LADAKH HIMACHAL_ALA_PRE_VIZ,₹0.1,/Month
DPO Packages,ZEE NEWS_ALA_PRE_VIZ,₹0.1,/Month
DPO Packages,ZEE BUSINESS_ALA_PRE_VIZ,₹0.1,/Month
DPO Packages,ZEE ACTION_ALA_PRE_VIZ,₹0.1,/Month
AlaCarte Packages,ZING_ALA_PRE_VIZ,₹0.1,/Month
AlaCarte Packages,ZEE SALAAM_ALA_PRE_VIZ,₹0.1,/Month
AlaCarte Packages,ZEE NEWS_ALA_PRE_VIZ,₹0.1,/Month
AlaCarte Packages,NEWS18 PUNJAB HARVANA_ALA_PRE_VIZ,₹0.1,/Month
AlaCarte Packages,NEWS18 MADHYA PRADESH CHHATTISGARH_ALA_PRE_VIZ,₹0.1,/Month
AlaCarte Packages,NEWS18 KERALA_ALA_PRE_VIZ,₹0.1,/Month
AlaCarte Packages,ZEE ACTION_ALA_PRE_VIZ,₹0.1,/Month
AlaCarte Packages,ZEE ANMOL_ALA_PRE_VIZ,₹0.1,/Month
AlaCarte Packages,NEWS18 ASSAM NORTH EAST_ALA_PRE_VIZ,₹0.1,/Month
DPO Packages,ZING_ALA_PRE_VIZ,₹0.1,/Month
DPO Packages,NEWS18 RAJASTHAN_ALA_PRE_VIZ,₹0.1,/Month
DPO Packages,NEWS18 MADHYA PRADESH CHHATTISGARH_ALA_PRE_VIZ,₹0.1,/Month
AlaCarte Packages,CNBC AWAZ_ALA_PRE_VIZ,₹0.1,/Month
DPO Packages,NEWS18 ASSAM NORTH EAST_ALA_PRE_VIZ,₹0.1,/Month
DPO Packages,NEWS18 BIHAR JHARKHAND_ALA_PRE_VIZ,₹0.1,/Month
DPO Packages,CNBC AWAZ_ALA_PRE_VIZ,₹0.1,/Month
DPO Packages,ZEE ANMOL_ALA_PRE_VIZ,₹0.1,/Month
DPO Packages,NEWS18 UTTAR PRADESH UTTARAKHAND_ALA_PRE_VIZ,₹0.1,/Month
DPO Packages,MIRROR NOW_ALA_PRE_VIZ,₹0.1,/Month
AlaCarte Packages,NEWS18 RAJASTHAN_ALA_PRE_VIZ,₹0.1,/Month
AlaCarte Packages,NEWS18 UTTAR PRADESH UTTARAKHAND_ALA_PRE_VIZ,₹0.1,/Month
AlaCarte Packages,ZEE BUSINESS_ALA_PRE_VIZ,₹0.1,/Month
DPO Packages,NEWS18 JAMMU KASHMIR LADAKH HIMACHAL_ALA_PRE_VIZ,₹0.1,/Month
DPO Packages,NEWS18 KERALA_ALA_PRE_VIZ,₹0.1,/Month
DPO Packages,NEWS18 PUNJAB HARVANA_ALA_PRE_VIZ,₹0.1,/Month
AlaCarte Packages,NTV TELUGU_FTA_PRE_VIZ,₹0.0,/Month
AlaCarte Packages,SAKSHI TV_FTA_PRE_VIZ,₹0.0,/Month
AlaCarte Packages,TV9 TELUGU_FTA_PRE_VIZ,₹0.0,/Month
AlaCarte Packages,10TV TELUGU_PRE_VIZ,₹0.0,/Month
DPO Packages,STAR UTSAV_ALA_PRE_VIZ,₹0.0,/Month
DPO Packages,TIMES NOW NAVBHARAT_ALA_PRE_VIZ,₹0.0,/Month
DPO Packages,ACT_BST_PRE_VIZ,₹0.0,/Year
DPO Packages,AAJ TAK_ALA_PRE_VIZ,₹0.0,/Month
DPO Packages,ZEE ANMOL CINEMA_ALA_PRE_VIZ,₹0.0,/Month
DPO Packages,SONY PAL_ALA_PRE_VIZ,₹0.0,/Month
AlaCarte Packages,ZEE ANMOL CINEMA_ALA_PRE_VIZ,₹0.0,/Month
DPO Packages,BIG MAGIC_ALA_PRE_VIZ,₹0.0,/Month
AlaCarte Packages,SONY PAL_ALA_PRE_VIZ,₹0.0,/Month
DPO Packages,STAR UTSAV MOVIES_ALA_PRE_VIZ,₹0.0,/Month
AlaCarte Packages,SONY WAH_ALA_PRE_VIZ,₹0.0,/Month
DPO Packages,COLORS CINEPLEX BOLLYWOOD_ALA_PRE_VIZ,₹0.0,/Month
DPO Packages,COLORS CINEPLEX SUPERHITS_ALA_PRE_VIZ,₹0.0,/Month
DPO Packages,COLORS RISHTEY_ALA_PRE_VIZ,₹0.0,/Month
AlaCarte Packages,TIMES NOW NAVBHARAT_ALA_PRE_VIZ,₹0.0,/Month
DPO Packages,DD_PACK_PRE_VIZ,₹0.0,/Month
DPO Packages,99 TV_TELUGU_PRE_VIZ,₹0.0,/Month
AlaCarte Packages,99 TV_TELUGU_PRE_VIZ,₹0.0,/Month
DPO Packages,GOOD NEWS TODAY_ALA_PRE_VIZ,₹0.0,/Month
DPO Packages,SONY WAH_ALA_PRE_VIZ,₹0.0,/Month
DPO Packages,NDTV INDIA_ALA_PRE_VIZ,₹0.0,/Month
DPO Packages,NEWS18 INDIA_ALA_PRE_VIZ,₹0.0,/Month
AlaCarte Packages,AAJ TAK_ALA_PRE_VIZ,₹0.0,/Month
AlaCarte Packages,BIG MAGIC_ALA_PRE_VIZ,₹0.0,/Month
AlaCarte Packages,COLORS CINEPLEX BOLLYWOOD_ALA_PRE_VIZ,₹0.0,/Month
AlaCarte Packages,COLORS CINEPLEX SUPERHITS_ALA_PRE_VIZ,₹0.0,/Month
AlaCarte Packages,COLORS RISHTEY_ALA_PRE_VIZ,₹0.0,/Month
AlaCarte Packages,NEWS18 INDIA_ALA_PRE_VIZ,₹0.0,/Month
AlaCarte Packages,NDTV INDIA_ALA_PRE_VIZ,₹0.0,/Month
AlaCarte Packages,GOOD NEWS TODAY_ALA_PRE_VIZ,₹0.0,/Month
AlaCarte Packages,STAR UTSAV_ALA_PRE_VIZ,₹0.0,/Month
DPO Packages,TV9 TELUGU_FTA_PRE_VIZ,₹0.0,/Month
DPO Packages,10TV TELUGU_PRE_VIZ,₹0.0,/Month
AlaCarte Packages,STAR UTSAV MOVIES_ALA_PRE_VIZ,₹0.0,/Month
DPO Packages,NTV TELUGU_FTA_PRE_VIZ,₹0.0,/Month
DPO Packages,SAKSHI TV_FTA_PRE_VIZ,₹0.0,/Month
